label1,label2,r1,r2,r3,r4,r1p,r2p,r3p,r4p
89.0,89.0,180.0,2.0,91.0,89.0,219.19908,4.6199036,111.91404,107.28349
124.0,124.0,247.0,1.0,124.0,123.0,234.01584,3.1275322,118.581535,115.4329
84.0,84.0,167.0,1.0,84.0,83.0,210.07315,7.9042387,108.99066,101.08234
128.0,128.0,228.0,28.0,128.0,100.0,224.41702,0.41871378,112.411285,111.96744
116.0,116.0,207.0,25.0,116.0,91.0,223.07442,2.015834,112.55065,110.52063
103.0,103.0,203.0,3.0,103.0,100.0,218.13136,2.4558613,110.29735,107.83203
100.0,100.0,222.0,22.0,122.0,100.0,225.89505,3.3595955,114.63164,111.26198
127.0,127.0,234.0,20.0,127.0,107.0,223.89697,9.033658,116.46965,107.42802
141.0,141.0,250.0,32.0,141.0,109.0,221.79117,3.3035443,112.551506,109.23899
119.0,119.0,237.5,0.5,119.0,118.5,215.3656,17.503883,116.438896,98.92421
89.0,89.0,209.0,31.0,120.0,89.0,212.41917,7.1490393,109.78875,102.631424
106.0,106.0,213.0,1.0,107.0,106.0,218.76393,5.881195,112.327675,106.434555
96.0,96.0,223.0,31.0,127.0,96.0,212.91104,12.406233,112.66579,100.249466
96.5,96.5,221.0,28.0,124.5,96.5,218.68062,6.2286673,112.46128,106.21503
78.0,78.0,190.0,34.0,112.0,78.0,229.28549,21.86297,125.57814,103.70787
97.0,97.0,203.0,9.0,106.0,97.0,215.82512,7.5997906,111.71715,104.10826
89.0,89.0,201.0,23.0,112.0,89.0,233.39798,9.515061,121.46118,111.932
124.0,124.0,201.0,47.0,124.0,77.0,221.55673,9.505458,115.535866,106.022
84.0,84.0,188.0,20.0,104.0,84.0,219.28845,1.3455231,110.320915,108.9662
88.0,88.0,203.0,27.0,115.0,88.0,226.40955,5.081687,115.74977,110.66112
111.0,111.0,224.0,2.0,113.0,111.0,234.45874,20.983374,127.725586,106.72881
113.0,113.0,234.5,8.5,121.5,113.0,241.49275,9.715964,125.608635,115.88736
96.5,96.5,192.5,0.5,96.5,96.0,215.64659,8.902398,112.27749,103.371506
80.0,80.0,175.0,15.0,95.0,80.0,207.51822,20.61778,114.069916,93.454384
124.0,124.0,241.0,7.0,124.0,117.0,238.82361,22.761843,130.79723,108.029564
113.0,113.0,213.0,13.0,113.0,100.0,229.20876,6.3471794,117.78288,111.42456
123.0,123.0,164.0,82.0,123.0,41.0,226.22147,6.3670588,116.29948,109.92342
127.0,127.0,241.0,13.0,127.0,114.0,232.0153,5.260848,118.64239,113.37674
132.0,132.0,258.0,6.0,132.0,126.0,234.41275,0.50071836,117.45227,116.92667
114.0,114.0,206.0,22.0,114.0,92.0,219.41785,12.525148,115.97462,103.451775
110.0,110.0,203.0,17.0,110.0,93.0,229.7648,14.77629,122.27586,107.48787
78.0,78.0,186.0,30.0,108.0,78.0,219.37753,6.0739613,112.73084,106.643715
93.0,93.0,192.0,6.0,99.0,93.0,223.14114,16.684332,119.916756,103.22075
117.0,117.0,220.0,14.0,117.0,103.0,224.40802,2.7924187,113.6045,110.80322
103.0,103.0,236.0,30.0,133.0,103.0,223.55135,1.3438218,112.453804,111.09149
88.0,88.0,182.0,6.0,94.0,88.0,225.46889,6.2792597,115.87932,109.59004
111.0,111.0,225.0,3.0,114.0,111.0,221.71571,9.417116,115.57428,106.13797
113.0,113.0,220.0,6.0,113.0,107.0,224.6948,8.591301,116.64602,108.055466
96.5,96.5,201.5,8.5,105.0,96.5,216.63141,7.5662947,112.10465,104.52619
80.0,80.0,205.5,45.5,125.5,80.0,220.49416,7.1613073,113.831505,106.665085
124.0,124.0,237.0,11.0,124.0,113.0,212.10178,4.0144787,108.058105,104.042305
113.0,113.0,257.0,31.0,144.0,113.0,220.94481,1.9995244,111.47585,109.4646
123.0,123.0,229.0,17.0,123.0,106.0,215.54108,17.284893,116.41686,99.12749
127.0,127.0,247.0,7.0,127.0,120.0,232.73491,3.732198,118.237656,114.49952
132.0,132.0,250.5,13.5,132.0,118.5,226.19446,6.4514046,116.327805,109.866776
114.0,114.0,221.0,7.0,114.0,107.0,219.69461,12.247452,115.97441,103.72713
110.0,110.0,235.0,15.0,125.0,110.0,206.90211,9.211082,108.05724,98.848694
78.0,78.0,168.0,12.0,90.0,78.0,216.0529,2.5582535,109.31041,106.74168
93.0,93.0,201.5,15.5,108.5,93.0,214.55817,8.495374,111.53208,103.0233
117.0,117.0,251.0,17.0,134.0,117.0,228.98329,7.0076914,118.00081,110.979225
103.0,103.0,226.0,20.0,123.0,103.0,221.16383,1.8049233,111.488914,109.671585
88.0,88.0,182.0,6.0,94.0,88.0,225.287,6.6880903,115.99157,109.29745
111.0,111.0,221.0,1.0,111.0,110.0,226.02017,13.208886,119.620346,106.39412
113.0,113.0,252.0,26.0,139.0,113.0,235.90152,3.5771077,119.74567,116.16081
96.5,96.5,185.5,7.5,96.5,89.0,220.89165,3.0157444,111.95825,108.93139
80.0,80.0,195.0,35.0,115.0,80.0,225.64558,0.4781811,113.06055,112.55727
124.0,124.0,224.0,24.0,124.0,100.0,216.6863,0.57679677,108.63445,108.05197
113.0,113.0,226.0,0.0,113.0,113.0,230.65215,7.6648464,119.1636,111.48694
123.0,123.0,234.0,12.0,123.0,111.0,229.95105,2.32599,116.143295,113.80582
127.0,127.0,235.0,19.0,127.0,108.0,220.0817,17.652195,118.87019,101.21959
132.0,132.0,232.0,32.0,132.0,100.0,232.2832,0.13256381,116.182236,115.98267
114.0,114.0,234.0,6.0,120.0,114.0,225.17355,6.543331,115.86252,109.315346
110.0,110.0,218.5,1.5,110.0,108.5,216.62674,1.0212147,108.827324,107.80082
78.0,78.0,182.0,26.0,104.0,78.0,213.32399,0.51929593,106.923325,106.399284
93.0,93.0,201.0,15.0,108.0,93.0,218.41385,12.230133,115.327,103.081116
117.0,117.0,214.0,20.0,117.0,97.0,221.38342,0.32539102,110.84314,110.48313
103.0,103.0,223.0,17.0,120.0,103.0,210.9433,12.802056,111.87525,99.06978
88.0,88.0,201.0,25.0,113.0,88.0,223.19688,8.814248,116.010086,107.189575
111.0,111.0,218.0,4.0,111.0,107.0,221.23648,8.782404,115.015564,106.2182
113.0,113.0,239.0,13.0,126.0,113.0,226.45808,6.7718754,116.61792,109.84327
96.5,96.5,191.5,1.5,96.5,95.0,222.92741,0.930753,111.933075,110.99203
80.0,80.0,181.0,21.0,101.0,80.0,210.14444,17.699146,113.92325,96.226616
124.0,124.0,226.0,22.0,124.0,102.0,221.55293,4.3280745,112.94468,108.60867
113.0,113.0,212.0,14.0,113.0,99.0,228.19571,5.7353897,116.96976,111.22518
123.0,123.0,218.0,28.0,123.0,95.0,214.17647,18.637291,116.409706,97.770454
127.0,127.0,259.0,5.0,132.0,127.0,225.84737,12.092492,118.97505,106.878456
132.0,132.0,221.0,43.0,132.0,89.0,221.26244,11.949178,116.609795,104.65578
114.0,114.0,220.0,8.0,114.0,106.0,232.9859,1.9732964,117.484024,115.50218
110.0,110.0,215.0,5.0,110.0,105.0,220.44228,5.202754,112.82749,107.61506
78.0,78.0,189.0,33.0,111.0,78.0,220.49394,7.8995533,114.20303,106.28849
93.0,93.0,172.0,14.0,93.0,79.0,204.57408,1.1818192,102.877464,101.69917
117.0,117.0,244.0,10.0,127.0,117.0,223.03561,0.8090279,111.92552,111.10833
103.0,103.0,206.5,0.5,103.5,103.0,219.90552,3.2753155,111.59509,108.30774
88.0,88.0,202.0,26.0,114.0,88.0,229.28978,2.8049233,116.05118,113.23647
111.0,111.0,183.0,39.0,111.0,72.0,222.61464,9.41182,116.01874,106.59103
113.0,113.0,239.0,13.0,126.0,113.0,236.311,3.4446595,119.883736,116.432205
96.5,96.5,197.5,4.5,101.0,96.5,227.75146,3.168872,115.46634,112.281876
80.0,80.0,173.0,13.0,93.0,80.0,212.33092,15.182471,113.75818,98.57646
124.0,124.0,254.0,6.0,130.0,124.0,224.76543,8.767113,116.77026,107.99501
113.0,113.0,213.0,13.0,113.0,100.0,214.72389,8.466203,111.59646,103.13097
123.0,123.0,232.0,14.0,123.0,109.0,236.43874,4.520978,120.48573,115.950264
127.0,127.0,237.0,17.0,127.0,110.0,235.83781,1.3900692,118.616,117.22273
132.0,132.0,219.5,44.5,132.0,87.5,217.64673,15.134433,116.39387,101.25603
114.0,114.0,218.0,10.0,114.0,104.0,223.6391,8.024201,115.83635,107.808784
110.0,110.0,225.0,5.0,115.0,110.0,233.70021,18.562777,126.13614,107.565315
78.0,78.0,185.0,29.0,107.0,78.0,207.40909,6.8565454,107.13294,100.27838
93.0,93.0,166.0,20.0,93.0,73.0,214.72495,8.525749,111.6295,103.09332
117.0,117.0,213.0,21.0,117.0,96.0,208.17496,14.320302,111.24749,96.9327
103.0,103.0,183.0,23.0,103.0,80.0,216.6898,6.7235146,111.711,104.97873
88.0,88.0,216.0,40.0,128.0,88.0,227.89127,3.324609,115.612686,112.27847
111.0,111.0,227.0,5.0,116.0,111.0,217.4188,4.760976,111.095215,106.32303
113.0,113.0,216.0,10.0,113.0,103.0,224.53773,8.668316,116.606674,107.93495
96.5,96.5,196.5,3.5,100.0,96.5,223.14124,0.6759484,111.91235,111.225586
80.0,80.0,207.0,47.0,127.0,80.0,220.91496,6.6392326,113.78164,107.13254
124.0,124.0,265.0,17.0,141.0,124.0,220.51787,4.342456,112.434685,108.08461
113.0,113.0,232.0,6.0,119.0,113.0,210.40881,12.502731,111.456055,98.958046
123.0,123.0,212.0,34.0,123.0,89.0,219.1483,13.587387,116.372,102.781044
127.0,127.0,233.0,21.0,127.0,106.0,225.53854,12.538478,119.04344,106.501015
132.0,132.0,228.0,36.0,132.0,96.0,216.66663,16.15094,116.41123,100.259476
114.0,114.0,210.5,17.5,114.0,96.5,222.28067,9.578362,115.93382,106.354065
110.0,110.0,188.0,32.0,110.0,78.0,211.50264,4.246867,107.87604,103.628654
78.0,78.0,175.0,19.0,97.0,78.0,210.79543,2.4387257,106.618774,104.17741
93.0,93.0,182.0,4.0,93.0,89.0,215.05779,9.115899,112.09173,102.96397
117.0,117.0,241.0,7.0,124.0,117.0,226.22485,5.158784,115.697334,110.5264
103.0,103.0,187.0,19.0,103.0,84.0,220.40161,2.4108403,111.411224,108.98738
88.0,88.0,176.0,0.0,88.0,88.0,231.60504,0.16037105,115.858795,115.63625
111.0,111.0,222.0,0.0,111.0,111.0,213.26994,0.91386724,107.09431,106.17874
113.0,113.0,226.0,0.0,113.0,113.0,233.21097,0.5950711,116.90317,116.295975
96.5,96.5,193.0,0.0,96.5,96.5,223.85294,0.34517786,112.08959,111.70708
80.0,80.0,160.0,0.0,80.0,80.0,226.89919,0.086776,113.46754,113.31261
124.0,124.0,248.0,0.0,124.0,124.0,216.04437,0.49138376,108.268906,107.764275
113.0,113.0,226.0,0.0,113.0,113.0,222.73596,0.3632271,111.54069,111.14462
123.0,123.0,246.0,0.0,123.0,123.0,232.02347,-0.08444859,115.9313,115.92563
127.0,127.0,254.0,0.0,127.0,127.0,237.07114,-0.16152455,118.40885,118.469406
132.0,132.0,264.0,0.0,132.0,132.0,232.11069,0.012410384,116.02914,115.937164
114.0,114.0,228.0,0.0,114.0,114.0,231.64124,0.3663666,115.9912,115.58772
110.0,110.0,220.0,0.0,110.0,110.0,215.41379,0.3085682,107.8498,107.51156
78.0,78.0,156.0,0.0,78.0,78.0,213.2607,0.21974109,106.72203,106.47043
93.0,93.0,186.0,0.0,93.0,93.0,206.08636,0.2314751,103.13728,102.89384
117.0,117.0,234.0,0.0,117.0,117.0,221.7139,0.21484874,110.94671,110.684006
103.0,103.0,206.0,0.0,103.0,103.0,223.12117,0.3665459,111.73682,111.334915
88.0,88.0,195.0,19.0,107.0,88.0,227.25975,4.412425,115.84027,111.42048
111.0,111.0,209.0,13.0,111.0,98.0,211.95914,0.64022946,106.30311,105.65973
113.0,113.0,215.0,11.0,113.0,102.0,229.6729,4.0486135,116.86427,112.806984
96.5,96.5,207.5,14.5,111.0,96.5,218.09354,6.3852444,112.2428,105.85226
80.0,80.0,192.0,32.0,112.0,80.0,227.21114,0.2835476,113.7328,113.402565
124.0,124.0,249.0,1.0,125.0,124.0,210.38211,6.0425625,108.21256,102.168365
113.0,113.0,201.0,25.0,113.0,88.0,222.02512,0.2967579,111.148285,110.81189
123.0,123.0,236.0,10.0,123.0,113.0,235.56206,3.5129464,119.54372,116.016655
127.0,127.0,227.0,27.0,127.0,100.0,245.16045,8.301286,126.73541,118.4257
132.0,132.0,244.0,20.0,132.0,112.0,226.03773,6.6821384,116.365265,109.67227
114.0,114.0,223.0,5.0,114.0,109.0,223.34718,8.190544,115.775055,107.57472
110.0,110.0,227.0,7.0,117.0,110.0,229.5016,14.712085,122.11244,107.38855
78.0,78.0,156.0,0.0,78.0,78.0,199.74486,15.480512,107.61301,92.13722
93.0,93.0,200.0,14.0,107.0,93.0,207.63663,1.5385201,104.5889,103.04851
117.0,117.0,220.0,14.0,117.0,103.0,223.30154,1.9004986,112.605896,110.69556
103.0,103.0,218.0,12.0,115.0,103.0,212.82497,10.742278,111.78654,101.040436
88.0,88.0,217.0,41.0,129.0,88.0,223.27501,8.9005785,116.09161,107.18705
111.0,111.0,205.0,17.0,111.0,94.0,203.45052,9.878528,106.66492,96.79399
113.0,113.0,214.0,12.0,113.0,101.0,228.18332,4.3367662,116.263336,111.92195
96.5,96.5,201.5,8.5,105.0,96.5,233.58119,10.105064,121.84877,111.72896
80.0,80.0,205.0,45.0,125.0,80.0,231.77689,4.207673,117.998405,113.7768
124.0,124.0,244.0,4.0,124.0,120.0,224.25528,7.744774,116.0042,108.2508
113.0,113.0,210.0,16.0,113.0,97.0,225.8751,2.8784878,114.382675,111.493355
123.0,123.0,220.0,26.0,123.0,97.0,220.64636,12.302729,116.47865,104.17334
127.0,127.0,214.0,40.0,127.0,87.0,232.83397,4.776437,118.80966,114.0258
132.0,132.0,219.0,45.0,132.0,87.0,229.16158,3.3141243,116.241394,112.920654
114.0,114.0,224.0,4.0,114.0,110.0,230.1683,1.1515801,115.66365,114.50365
110.0,110.0,222.0,2.0,112.0,110.0,221.04646,5.3166904,113.18629,107.86018
78.0,78.0,177.0,21.0,99.0,78.0,218.19066,4.8861923,111.54348,106.644554
93.0,93.0,184.0,2.0,93.0,91.0,210.44658,4.5490484,107.501045,102.94502
117.0,117.0,240.0,6.0,123.0,117.0,229.1607,8.646315,118.91242,110.24573
103.0,103.0,186.0,20.0,103.0,83.0,212.9566,10.650492,111.8082,101.148636
88.0,88.0,188.0,12.0,100.0,88.0,228.48659,3.0619652,115.778015,112.7083
111.0,111.0,202.0,20.0,111.0,91.0,219.1259,6.6557846,112.8968,106.22802
113.0,113.0,213.0,13.0,113.0,100.0,227.12566,5.949256,116.540276,110.58849
96.5,96.5,218.5,25.5,122.0,96.5,226.58578,2.3903172,114.49275,112.08996
80.0,80.0,187.0,27.0,107.0,80.0,229.92926,1.8318741,115.88576,114.04253
124.0,124.0,233.0,15.0,124.0,109.0,217.47742,0.84132314,109.1616,108.31558
113.0,113.0,231.5,5.5,118.5,113.0,227.6546,4.8331537,116.24798,111.40537
123.0,123.0,243.0,3.0,123.0,120.0,225.64215,6.8821306,116.26879,109.37276
127.0,127.0,234.0,20.0,127.0,107.0,231.04164,6.154438,118.602875,112.4417
132.0,132.0,259.0,5.0,132.0,127.0,228.77786,3.3034852,116.046814,112.73002
114.0,114.0,238.5,10.5,124.5,114.0,228.24234,2.7112858,115.48087,112.7623
110.0,110.0,222.0,2.0,112.0,110.0,233.26057,17.976404,125.62263,107.6389
78.0,78.0,184.0,28.0,106.0,78.0,218.3102,5.094985,111.70767,106.60051
93.0,93.0,205.0,19.0,112.0,93.0,224.6837,18.355381,121.52312,103.15575
117.0,117.0,194.0,40.0,117.0,77.0,216.9851,4.573406,110.783005,106.20138
103.0,103.0,207.0,1.0,104.0,103.0,222.04968,0.7266419,111.39267,110.65317
107.0,107.0,222.0,8.0,115.0,107.0,221.70071,0.5273869,111.11635,110.574005
98.0,98.0,211.0,15.0,113.0,98.0,233.3894,21.849659,127.62265,105.76894
102.0,102.0,223.5,19.5,121.5,102.0,237.79373,13.757946,125.77956,112.018585
111.0,111.0,207.0,15.0,111.0,96.0,209.69543,2.4966385,106.09745,103.601845
112.0,112.0,207.0,17.0,112.0,95.0,207.64937,20.750448,114.20148,93.45595
125.0,125.0,242.0,8.0,125.0,117.0,233.11084,28.863468,130.99072,102.12832
88.0,88.0,188.0,12.0,100.0,88.0,228.60321,6.68499,117.649506,110.950966
113.0,113.0,154.0,72.0,113.0,41.0,229.65778,9.958687,119.812096,109.84909
100.0,100.0,214.0,14.0,114.0,100.0,240.08574,13.448416,126.77234,113.32117
112.0,112.0,238.0,14.0,126.0,112.0,228.4146,8.080518,118.25218,110.16237
109.0,109.0,201.0,17.0,109.0,92.0,211.07008,4.422741,107.74594,103.32681
117.0,117.0,210.0,24.0,117.0,93.0,243.15886,0.037146788,121.56081,121.44135
78.0,78.0,186.0,30.0,108.0,78.0,205.79562,21.083876,113.44209,92.35511
107.0,107.0,206.0,8.0,107.0,99.0,224.63924,15.322553,119.98486,104.65029
103.0,103.0,206.0,0.0,103.0,103.0,225.9609,0.3153412,113.12654,112.77096
115.0,115.0,248.0,18.0,133.0,115.0,213.13483,10.890401,112.0175,101.11632
107.0,107.0,201.0,13.0,107.0,94.0,220.8071,1.569215,111.193306,109.610565
98.0,98.0,212.0,16.0,114.0,98.0,220.55293,10.0203705,115.29278,105.26142
102.0,102.0,209.0,5.0,107.0,102.0,220.93599,4.8284655,112.88329,108.05762
111.0,111.0,216.0,6.0,111.0,105.0,210.64503,0.86658597,105.75954,104.88814
112.0,112.0,237.5,13.5,125.5,112.0,220.863,7.1818314,114.02583,106.8406
125.0,125.0,238.0,12.0,125.0,113.0,206.31389,1.6527512,103.982574,102.33918
88.0,88.0,232.0,56.0,144.0,88.0,220.20384,1.5788167,110.89533,109.30338
113.0,113.0,219.0,7.0,113.0,106.0,218.9722,20.666037,119.82149,99.15717
100.0,100.0,220.0,20.0,120.0,100.0,240.82608,11.98935,126.413155,114.41965
112.0,112.0,230.5,6.5,118.5,112.0,219.76137,0.3368866,110.039246,109.67106
109.0,109.0,216.0,2.0,109.0,107.0,211.25853,3.8014815,107.52962,103.73065
117.0,117.0,242.0,8.0,125.0,117.0,221.14676,23.201057,122.175896,98.97474
78.0,78.0,168.0,12.0,90.0,78.0,202.36688,18.172718,110.271965,92.09642
107.0,107.0,215.5,1.5,108.5,107.0,216.05496,6.8330355,111.44931,104.60216
103.0,103.0,237.0,31.0,134.0,103.0,230.74603,4.282565,117.52014,113.22293
115.0,115.0,238.0,8.0,123.0,115.0,210.81877,8.821159,109.824196,100.99588
107.0,107.0,201.0,13.0,107.0,94.0,220.65796,2.0443108,111.35501,109.30068
98.0,98.0,208.0,12.0,110.0,98.0,224.83829,13.869548,119.35799,105.47978
102.0,102.0,241.0,37.0,139.0,102.0,232.10428,7.8267984,119.97157,112.137505
111.0,111.0,200.0,22.0,111.0,89.0,215.03241,3.0945065,109.0678,105.96384
112.0,112.0,227.0,3.0,115.0,112.0,225.9618,0.5508759,113.25844,112.69154
125.0,125.0,225.0,25.0,125.0,100.0,211.0866,6.764084,108.92911,102.16466
88.0,88.0,201.0,25.0,113.0,88.0,230.0584,7.992879,119.03122,111.024155
113.0,113.0,224.0,2.0,113.0,111.0,233.37288,6.2279577,119.80411,113.56958
100.0,100.0,208.0,8.0,108.0,100.0,228.19933,25.38029,126.79381,101.41148
112.0,112.0,212.0,12.0,112.0,100.0,226.22464,6.551716,116.3935,109.830765
109.0,109.0,229.0,11.0,120.0,109.0,216.60751,1.2639306,108.93717,107.67258
117.0,117.0,225.5,8.5,117.0,108.5,230.73108,13.614211,122.177734,108.55485
78.0,78.0,182.0,26.0,104.0,78.0,199.67456,14.985475,107.329994,92.34838
107.0,107.0,215.0,1.0,108.0,107.0,219.95003,10.682683,115.32138,104.622406
103.0,103.0,200.0,6.0,103.0,97.0,222.95082,2.2663472,112.61228,110.33677
115.0,115.0,235.0,5.0,120.0,115.0,200.2336,1.8092892,101.01939,99.22039
107.0,107.0,220.0,6.0,113.0,107.0,218.56993,4.0943537,111.336555,107.23203
98.0,98.0,205.0,9.0,107.0,98.0,220.03587,9.498258,114.77147,105.26637
102.0,102.0,228.0,24.0,126.0,102.0,222.6982,2.831401,112.765755,109.93444
111.0,111.0,206.0,16.0,111.0,95.0,217.17838,5.1950264,111.19189,105.985115
112.0,112.0,213.0,11.0,112.0,101.0,210.3486,17.844402,114.09759,96.25838
125.0,125.0,227.0,23.0,125.0,102.0,215.73627,11.0388,113.39188,102.3481
88.0,88.0,187.0,11.0,99.0,88.0,227.58778,6.0784426,116.83782,110.74775
113.0,113.0,208.0,18.0,113.0,95.0,217.58685,22.098953,119.84432,97.74952
100.0,100.0,232.0,32.0,132.0,100.0,233.89563,19.714634,126.81062,107.091675
112.0,112.0,201.0,23.0,112.0,89.0,214.85754,4.949792,109.90491,104.95355
109.0,109.0,215.0,3.0,109.0,106.0,224.80733,9.962328,117.38851,107.42084
117.0,117.0,222.0,12.0,117.0,105.0,234.42102,9.4068575,121.91809,112.50569
78.0,78.0,189.0,33.0,111.0,78.0,207.23,21.976933,114.607086,92.624626
107.0,107.0,186.0,28.0,107.0,79.0,206.15416,3.1700852,104.66264,101.49348
103.0,103.0,230.0,24.0,127.0,103.0,224.51408,1.0109875,112.76535,111.74577
115.0,115.0,218.5,11.5,115.0,103.5,209.4665,7.3598995,108.41647,101.05115
107.0,107.0,221.0,7.0,114.0,107.0,224.75354,1.5782082,113.17166,111.577774
98.0,98.0,170.0,26.0,98.0,72.0,221.37225,10.128002,115.75381,105.61821
102.0,102.0,228.0,24.0,126.0,102.0,232.56529,7.775441,120.176,112.39407
111.0,111.0,212.0,10.0,111.0,101.0,221.96446,9.704903,115.84097,106.11917
112.0,112.0,205.0,19.0,112.0,93.0,212.61174,15.342923,113.978516,98.639015
125.0,125.0,255.0,5.0,130.0,125.0,219.10953,14.746577,116.93193,102.181984
88.0,88.0,188.0,12.0,100.0,88.0,214.0513,7.95403,111.00435,103.04913
113.0,113.0,222.0,4.0,113.0,109.0,239.67026,0.36204264,120.000534,119.59511
100.0,100.0,210.0,10.0,110.0,100.0,243.79445,10.298797,127.05067,116.74968
112.0,112.0,199.5,24.5,112.0,87.5,211.1698,8.781216,109.976616,101.19514
109.0,109.0,213.0,5.0,109.0,104.0,214.8104,0.4945347,107.65181,107.15284
117.0,117.0,232.0,2.0,117.0,115.0,247.24567,3.1865819,125.2222,122.02816
78.0,78.0,185.0,29.0,107.0,78.0,193.43665,9.222325,101.325195,92.114975
107.0,107.0,180.0,34.0,107.0,73.0,216.20444,6.89231,111.55252,104.648766
103.0,103.0,199.0,7.0,103.0,96.0,209.92802,15.63788,112.7838,97.147644
115.0,115.0,195.0,35.0,115.0,80.0,206.24657,3.8434012,105.0462,101.203384
107.0,107.0,235.0,21.0,128.0,107.0,223.05464,0.6972382,111.88164,111.17019
98.0,98.0,214.0,18.0,116.0,98.0,216.16855,5.323786,110.74949,105.42251
102.0,102.0,205.0,1.0,103.0,102.0,220.79291,4.7658873,112.781044,108.01452
111.0,111.0,211.0,11.0,111.0,100.0,217.40372,5.576186,111.49526,105.906204
112.0,112.0,239.0,15.0,127.0,112.0,221.29546,6.6133223,113.9585,107.337
125.0,125.0,266.0,16.0,141.0,125.0,214.8465,10.618733,112.737206,102.11578
88.0,88.0,207.0,31.0,119.0,88.0,209.76794,11.929122,110.84907,98.92237
113.0,113.0,202.0,24.0,113.0,89.0,222.56638,16.917397,119.74458,102.82944
100.0,100.0,206.0,6.0,106.0,100.0,233.58246,20.233088,126.91313,106.67529
112.0,112.0,208.0,16.0,112.0,96.0,210.26086,9.962756,110.11204,100.151764
109.0,109.0,205.5,12.5,109.0,96.5,213.63,1.4577038,107.54443,106.08688
117.0,117.0,195.0,39.0,117.0,78.0,225.61792,18.419502,122.02226,103.5992
78.0,78.0,175.0,19.0,97.0,78.0,197.16173,12.777286,104.968704,92.19753
107.0,107.0,196.0,18.0,107.0,89.0,216.5273,7.52901,112.03312,104.49111
103.0,103.0,227.0,21.0,124.0,103.0,227.97437,2.5588086,115.27256,112.70088
115.0,115.0,199.0,31.0,115.0,84.0,209.99614,8.134366,109.069496,100.928246
107.0,107.0,195.0,19.0,107.0,88.0,227.28351,4.422921,115.859,111.4198
98.0,98.0,209.0,13.0,111.0,98.0,211.98761,0.6635144,106.3254,105.66391
102.0,102.0,215.0,11.0,113.0,102.0,229.67506,4.0607157,116.87287,112.80704
111.0,111.0,207.5,14.5,111.0,96.5,218.13896,6.412632,112.28114,105.85569
112.0,112.0,192.0,32.0,112.0,80.0,227.20541,0.2840378,113.73005,113.40124
125.0,125.0,249.0,1.0,125.0,124.0,210.40419,6.0661736,108.23967,102.171844
88.0,88.0,201.0,25.0,113.0,88.0,222.03436,0.29891703,111.155334,110.81505
113.0,113.0,236.0,10.0,123.0,113.0,235.55467,3.5127614,119.53525,116.021324
100.0,100.0,227.0,27.0,127.0,100.0,245.16869,8.300569,126.73834,118.43566
112.0,112.0,244.0,20.0,132.0,112.0,226.04051,6.6972055,116.37416,109.66657
109.0,109.0,223.0,5.0,114.0,109.0,223.38683,8.227586,115.81116,107.57726
117.0,117.0,227.0,7.0,117.0,110.0,229.54947,14.70848,122.13368,107.41762
78.0,78.0,156.0,0.0,78.0,78.0,199.78084,15.534696,107.65833,92.12674
107.0,107.0,200.0,14.0,107.0,93.0,207.61185,1.5250218,104.56921,103.04393
103.0,103.0,220.0,14.0,117.0,103.0,223.29764,1.8922532,112.598434,110.69623
115.0,115.0,218.0,12.0,115.0,103.0,212.88089,10.791916,111.84097,101.0412
107.0,107.0,214.0,0.0,107.0,107.0,222.54967,0.116894946,111.30968,111.135056
98.0,98.0,196.0,0.0,98.0,98.0,210.66064,0.2795193,105.45604,105.15211
102.0,102.0,204.0,0.0,102.0,102.0,225.97935,1.2993481,113.64216,112.338486
111.0,111.0,222.0,0.0,111.0,111.0,212.1849,0.522918,106.35582,105.83082
112.0,112.0,224.0,0.0,112.0,112.0,227.57669,0.470237,114.01917,113.524124
125.0,125.0,250.0,0.0,125.0,125.0,204.42941,0.5498898,102.488045,101.94788
88.0,88.0,176.0,0.0,88.0,88.0,221.31583,0.09123729,110.67667,110.530624
113.0,113.0,226.0,0.0,113.0,113.0,238.78142,0.030333739,119.37027,119.25993
100.0,100.0,200.0,0.0,100.0,100.0,252.49265,-0.30360487,126.041885,126.22061
112.0,112.0,224.0,0.0,112.0,112.0,219.62491,0.3782303,109.99407,109.58851
109.0,109.0,218.0,0.0,109.0,109.0,214.68324,0.54554677,107.616745,107.06892
117.0,117.0,234.0,0.0,117.0,117.0,242.96658,0.12984775,121.51695,121.31499
78.0,78.0,156.0,0.0,78.0,78.0,185.60759,0.5909035,93.08992,92.52902
107.0,107.0,214.0,0.0,107.0,107.0,209.08252,0.12891315,104.57343,104.43047
103.0,103.0,206.0,0.0,103.0,103.0,224.93544,0.08137821,112.48362,112.334656
115.0,115.0,230.0,0.0,115.0,115.0,202.13419,0.17009471,101.12107,100.95105
107.0,107.0,236.0,22.0,129.0,107.0,218.70125,4.3536043,111.531136,107.16938
98.0,98.0,192.0,4.0,98.0,94.0,202.38374,9.123663,105.7516,96.63786
102.0,102.0,203.0,1.0,102.0,101.0,224.24231,0.8123009,112.5291,111.71536
111.0,111.0,216.0,6.0,111.0,105.0,227.7944,16.066967,121.93568,105.85453
112.0,112.0,237.0,13.0,125.0,112.0,231.93239,4.5463057,118.245026,113.686714
125.0,125.0,245.0,5.0,125.0,120.0,218.49274,13.998189,116.24963,102.24727
88.0,88.0,185.0,9.0,97.0,88.0,225.2092,3.1543,114.1881,111.02043
